job_title,company,location,description,label
Front End Web Developer,"H WEDIA είναι μια ταχύτατα αναπτυσσόμενη ελληνική digital εταιρεία που δραστηριοποιείται από το 2009 στο χώρο των ψηφιακών μέσων και επικοινωνίας παρέχοντας λύσεις υψηλής αισθητικής, ποιότητας και λειτουργικότητας.Δημιουργούμε και διαχειριζόμαστε ψηφιακά σημεία παρουσίασης, ενημέρωσης, επικοινωνίας, πώλησης και συνεργασίας. Τέτοια σημεία περιλαμβάνουν Web sites, News portals, e-Shops, Micro-sites, Web applications, Facebook pages αλλά και άλλα Social Media κανάλια, Mobile applications, Intranets. Όλα αυτά, τα σχεδιάζουμε, τα υλοποιούμε τεχνικά, κι εξασφαλίζουμε ότι θα λειτουργούν χωρίς πρόβλημα 24x7 σε συνθήκες υψηλής διαθεσιμότητας και απόδοσης,ενώ παράλληλα,Προωθούμε και επικοινωνούμε την αξία προϊόντων ή υπηρεσιών με ψηφιακούς τρόπους, με στόχο την αναγνωρισιμότητα ή την πώληση. Το κάνουμε παράγοντας branded περιεχόμενο, κτίζοντας ενεργές κοινότητες επισκεπτών και fans, δημιουργώντας και τρέχοντας display και search καμπάνιες, διαφημιστικές καμπάνιες και activations στο Facebook ή σε άλλα social networks, καθώς επίσης και ολοκληρωμένες ενέργειες Inbound Marketing για την προσέλκυση επισκεπτών και μετατροπή τους σε πελάτες.Στο πελατολόγιο μας ανήκουν μεγάλες εταιρείες, φορείς, ειδησεογραφικοί οργανισμοί και ιδρύματα όπως είναι η Τράπεζα Πειραιώς, η Eurolife ERB Ασφαλιστική, το Κολλέγιο Αθηνών, ο Εκδοτικός Οργανισμός ΔΙΑΣ, η Cyta Ελλάδος, το #URL_a64df80699bb678107424e0f984503f20b61f21ece3c4d462b752eb0488bad32# κ.α. ","GR, I, Athens","Μεγαλώνουμε την ομάδα μας,και χρειαζόμαστε έναν Front End Web Developer για να αναλάβει την τεχνική υλοποίηση μερικών από τα web sites και portals που έχουμε αναλάβει. Ανάμεσα στα πράγματα που θα κάνει μέσα στην ημέρα του, είναι:να συνεργάζεται με τον Technical Lead της ομάδας του ώστε να καταλάβει τι πρέπει να υλοποιηθεί και ποιος είναι ο καλύτερος τρόπος για να γίνει  να αναπτύσσει Front End εφαρμογές και Themes σε επίπεδο CSS, JS και HTML κώδικα σε έργα που αφορούν web sites, news portals, e-shops, facebook applicationsνα συνεργάζεται με τους Designers της ομάδας μας για να μπορέσει να φέρει στη ζωή τα πράγματα που έχουν ονειρευτεί και σχεδιάσει τόσο σε εικαστικό επίπεδο δουλεύοντας στα PSDs που έχουν παράξει αλλά και σε interactive επίπεδο με Javascript μηχανισμούς και micro-interactionsνα συνεργάζεται με τους Back End ανθρώπους μας που είναι υπεύθυνοι για την τεχνική υλοποίηση των εφαρμογώννα διευκρινίζει έγκαιρα θέματα που μπορεί να καθυστερήσουν το έργο ή να μην επιτρέψουν να έχουμε το καλύτερο δυνατό αποτέλεσμα και να τηρεί τα χρονοδιαγράμματα που όλοι μαζί έχουμε συμφωνήσει και υποσχεθεί στον πελάτηνα χρησιμοποιεί τα εργαλεία που έχουμε επιλέξει και να τηρεί τις διαδικασίες που έχουμε ορίσεινα δοκιμάζει υπεύθυνα ότι όλα λειτουργούν όπως πρέπει για να είναι έτοιμα για μεταφορά στο περιβάλλον της παραγωγήςΝα γνωρίζεις ότι σε μας το Design είναι μια τελείως διαφορετική δουλειά από το Web Development (γιατί σε κάποιες εταιρείες οι ίδιοι άνθρωποι σχεδιάζουν και υλοποιούν τo Front End τμήμα του έργου) οπότε δεν απαιτούμε να έχεις και Γραφιστικές ικανότητες, όμως η αίσθηση του όμορφου και του χρηστικού επιβάλλεται.  Πριν αποφασίσεις να μας στείλεις το βιογραφικό σου κάνε ένα γρήγορο έλεγχο στις προϋποθέσεις που πιστεύουμε ότι πρέπει να έχεις :να έχεις ολοκληρώσει με επιτυχία τις σπουδές σου σε κάποια Ανώτερη ή Ανώτατη Σχολή στην Ελλάδα ή στο εξωτερικό σε αντικείμενο που να έχει σχέση με την Πληροφορική και το Software Developmentνα έχεις εμπειρία στο να μετατρέψεις ένα PSD σε HTML-CSSνα έχεις δουλέψει με τεχνολογίες όπως HTML5, CSS3, Javascript, JQuery, AJAXνα έχεις υλοποιήσει έργα χρησιμοποιώντας τεχνικές Responsive Theming όπως και δήποτε αν έχεις προλάβει να δουλέψεις σε πιο εξωτικά frameworks και preprocessors όπως Sass, Less, Bootstrap, AngularJS θα μας ενδιέφερε, χωρίς όμως να είναι απαραίτητο, θα τα μάθεις μαζί μας Πιστεύουμε ότι είμαστε από τις πιο δυναμικές εταιρείες στον χώρο μας στην Ελλάδα, έχουμε μεγαλώσει τα τελευταία 5 χρόνια με εντυπωσιακούς ρυθμούς και θεωρούμε ότι αξίζει να είσαι μαζί μας γιατί θα μάθεις πολλά και ενδιαφέρονταΘα έχεις την ευκαιρία να δουλέψεις σε έργα για πολύ μεγάλους πελάτες όπως είναι Τράπεζες, Eταιρείες Τηλεπικοινωνιών, Media οργανισμοί (ρίξε μια ματιά και στο web site μας) και η δουλειά σου θα χρησιμοποιείται από ένα μεγάλο αριθμό ανθρώπων καθημερινάΤο περιβάλλον εργασίας μας είναι όμορφο, μοντέρνο και λειτουργικό (ρίξε μια ματιά στη σελίδα μας στο LinkedIn) και προσπαθούμε συνέχεια να το κάνουμε καλύτερο Οι άνθρωποι μας έχουν επιλεχθεί με παρόμοιο τρόπο και κριτήρια σαν κι αυτά που βλέπεις εδώ και προσπαθούμε συνέχεια να διευκολύνουμε και να βελτιώνουμε τόσο την δουλειά μας αλλά και τις υπηρεσίες που παρέχουμε στους πελάτες μαςΟι αμοιβές μας είναι καλά τοποθετημένες στα πλαίσια της σημερινής αγοράς, ενώ πάντα βρίσκουμε ευκαιρίες να ανταμείψουμε την έξτρα ποσοτική ή ποιοτική προσπάθεια",0
"Director, Strategic Accounts",Abakus is a software platform built on game theory that evaluates and optimizes marketing. It is used by brands and advertising agencies to maximize ROI by calculating what marketing activity is driving sales and providing the optimal allocation of marketing spend.You will be joining a team focused on taking this disruptive technology to market and building out a sustainable cutting edge business. This is a rare opportunity to join a fast growing company at an early stage of development.,"US, NY, New York","Role Summary: As Director, Strategic Accounts, this person will be responsible for all US brand direct sales. They will grow awareness and recognition of Abakus amongst the Fortune 500 and top 300 online retailers, in support of revenue targets.  They will be responsible for creating and enhancing a sales process that yields success to both our company, and our clients. The Director, Strategic Accounts will ensure that revenue generation is maximized through sales efforts, and the ongoing development of relationships with the largest and most important strategic US customers.The Director, Strategic Accounts reports to the CRO and ideally, but not required, based in Emeryville, CA or New York. Travel within the US is required and may be frequent as needs dictate.Responsibilities:Develop and implement sales process to close Fortune 500 companies and top 300 online retailers in the US, and meet and exceed revenue goalsIdentify and connect with key influencers and decision makers at target companiesWork with Sales Development team to take on qualified leads and move them smoothly through the sales process. Provide feedback to improve conversion rate and efficiencyGenerate interest, pitch, develop proposals, negotiate and close deals in a timely fashionResponsible for ensuring that all internal resources are briefed and engaged during the sales process in order to smoothly onboard customersIncrease awareness and mindshare of Abakus as market leading solution 7+ years selling SaaS solutions2+ years experience in selling interactive advertising technologyWell networked with strong relationships with key decision makers within Fortune 500 companies and top 300 online retailersProven self-starter with the ability to strategically map out unique revenue plansDemonstrated business acumen and a proven track record of successStrong critical thinking and problem solving skillsAbility to work independently and within a team, to handle multiple assignments and meet strict timelinesCRM knowledge (experience with Insightly or SalesForce, a plus)Highly numeric with proven ability to grasp the underlying trends of the numbers to draw conclusionsPassion for technology and ability to evangelize cutting edge trends Full medical, vision and dentalCompetitive salary and stock optionsCatered lunch (in Emeryville, only)Latest technology",0
Strategist,"We are not your average Monday mail recruiters. We are here to align stars and connect dots, not just match titles with positions &amp; salary demands with salary offerings. Our approach is simple; we read between the lines to see YOU. Both of you. Employer and employee. You &amp; Them is the most personal, innovative and open-minded professional recruiting can be. Or should be. Our network is a community of people with the same mentality; that work is a part of our lives and not the other way around. A creative community of great minds who seek minds that think alike.You &amp; Them is Us. Real people. Nice to meet you.","US, CA, San Francisco","Red Antler is looking for a new member of the Strategy team to become the second full time person on the ground in San Francisco. 5 – 6 years of previous experience at a branding, digital or advertising agency required. Day to day, you will be working alongside the West Coast Managing Director to help build out the West Coast operation. The Strategist will be reporting directly to the lead of the Strategy Team (who is based in New York) and will have a tremendous amount of autonomy and responsibility. Therefore, candidates must be self-motivated, resourceful, confident, personable, and excited to work in a fast-paced, collaborative environment. Skills we look for in candidates:Brilliant strategic thinkerLove of language and writing, as well as designExcellent verbal/written communication skillsCan comfortably write a strategic brief (and has experience doing so)Interest in messaging and copywriting, which is a huge part of the jobWork with Design team, partners and Business Growth team to guide creative from a strategic perspectiveProfessional and poised with strong client management skillsAbility to work in an extremely collaborative and fast-moving environment5 – 6 years experience as a Strategic Planner or Account Planner, ideally including managing/moderating researchPassion for working with startups, entrepreneurs and companies at any stage of growth ",0
Customer Support Star,"Mobi2Go is an integrated online and mobile food ordering platform providing unique customer ordering solutions for the hospitality industry and facilitates millions of dollars a month in revenue for clients around the world and had processed over 2.5 million orders for the clients such of HELL Pizza, Habitual Fix and The Pita Pit and Burger Wisconsin. #URL_0276cb03b5d88c4139592252f3f622d9d90472729d3e227316d58d04754842da#The EnvironmentWe want you to be at the top of your game. You can wear whatever clothing you like, start work late in the morning, take breaks whenever you want and generally work the way you want to work. Who we're looking forMobi2Go is looking for people to push the boundaries. We are a hard working professional team punching above our weight on the global stage, and we are looking for people who thrive in a collaborative open environment. We want passionate, hard working, talented individuals that want to lead in their field.","NZ, N, Wellington","Do you have the knack for solving problems? Do you live your life online? Can you translate technical jargon into easy to understand language?How would you like to be part of a fast growing tech startup delivering innovative solutions to the hospitality industry globally?Mobi2Go is a web product offering online and mobile ordering to restaurants and cafes. Chances are you've already used Mobi2Go. Our customers include some of New Zealand's biggest brands including HELL Pizza, The Pita Pit, Habitual Fix and Burger Wisconsin. Our customer base is growing rapidly and we need to give our users the best technical support possible.That's why we need you!We are no ordinary company, so we're not looking for the ordinary candidate. Technical, web, hospitality, help desk or customer service experience are all valuable. Some exposure to HTML and CSS is desired, but, not required. Above all, we want to see a passion for web technology, a desire to learn, a sense of humour, and above all, an empathy for the needs and challenges of our customers. Skills that may come in handy:Good grasp of Google Apps (Gmail, docs)Good written EnglishKnow your way round a spreadsheetWeb content creation experienceExperience in hospitalityKnowledge of HTML / CSS ",0
Gameplay / Generalist programmer,,"US, CA, San Francisco","Rogue Rocket Games has an immediate opening for a passionate, motivated, and highly skilled Gameplay Engineer to join our highly creative and experienced team. As part of a small and dynamic team, you will have unparalleled impact and influence over the final products and get involved in as many aspects of building our games as you have the interest to engage in.  You will have the opportunity to work cross platform including mobile, PC, and Console.As a studio we've been able to work on only Original IP games since we started in 2011.  We've worked with a variety of publishers including Microsoft 1st party, Glu, and Big Fish Games, and have self published several mobile games.  Our team includes developers who have in the past worked at Shiny, Virgin, LucasArts, and Planet Moon Studios, and have worked on such notable games as Giants: Citizen Kabuto, MDK, Earthworm Jim, Escape from Monkey Island and Republic Commando.To find out more, please visit #URL_86b46a7a05dd8302e15dd5a10fb6e0ad901e4889550650e0c08e6b993347e73d# Unity3D ExperienceC# experience preferredA strong base understanding of applicable Computer Science topicsUnderstanding of 3D game development Full health &amp; dental401kCommuter benefitsProfit sharing potentialFoosball",0
Integrity Management Engineering Specialist ,,"US, TX, Houston","Position Summary:  Provide integrity engineering consultancy services through development, coordination and implementation of integrity management programs and to ensure integrity of all subsea, umbilical, riser &amp; flowline (SURF) structures. Potential to support and lead onshore integrity management activities through ‘workshare’.Typical Responsibilities:Management of subsea and offshore pipeline integrity management projects, either by directly managing as project manager / lead or by providing project delivery support.Development, delivery and implementation of subsea Integrity Management Programs including written schemes of examination, fitness for purpose assessments, risk based inspection assessment, intervention, inspection &amp; monitoring and maintenance programsLiaise closely with Operations, Technical Services, Corrosion engineering and other associated teams to coordinate and execute integrity management activitiesMonitor and oversees the execution of inspection programs and activities. Job RequirementsTechnical Requirements:Experience and knowledge of risk based integrity management methods to manage integrity and optimize inspections frequency.Knowledge and experience of offshore inline inspection (pigging).Knowledge of subsea and offshore pipeline technologies and inspection methods, corrosion and failure mechanisms and corrosion control.Be familiar with industry codes, standards, regulations, and recommended practices related to subsea and offshore pipelines.Desired Skills &amp; Experience:Ability to lead at all levels within the organization.Developing and writing integrity management strategies / programs.Perform fitness for purpose studies to ensure continuing safe and reliable operations.Knowledge of asset integrity data management systems.Proven track record of exceeding performance metrics.Education &amp; Experience:Bachelors of Science in Mechanical Engineering or related field + 10 years relevant experience.HSE Requirements:Learns &amp; actively promotes the INTECSEA EMS and HSE in accordance with the HSE Guideline for INTECSEA Personnel. ",1
Director of Technical Operations,"#URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# and Aptitude Staffing Solutions have partnered up in an effort to streamline the hiring process and provide a more efficient and effective recruitng model.  Our focus is to help develop and achieve your career goals while makeing a solid geographical, cultural and professional fiit when leveraging your career into your new and exciting professional venture!Please direct all communications throughout this process to the HR department at Aptitude Staffing Solutions#EMAIL_0c020555b4dbc1c1e03d03c46cc181bcfde81bf5b20fea95d1bc7dc64c79814c#Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#","US, NY, NY","Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.  Director of Technical Operations | New York, NYDirector of Software Engineering's newly forming New York development team, you will be a “player-coach” who will contribute to and drive high-level architecture and planning, manage day-to-day issues, as well as roll up your sleeves and code when necessary.Responsibilities:  Inspire, mentor and lead our superb 30+ person engineering team using your experience and deep understanding of both leading-edge technologies and of motivation and leadership;Drive the aggressive growth and organization of Software Engineering as we double in size again over the next year;Contribute new technical insights and help decide design directions, while preserving the core cultural values that define #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e# Engineering today, including: high level of personal performance; mutual trust; taking personal responsibility; flat &amp; informal organization; integrity; and a mutually supportive environment. Requirements:  At least 10+ years in software development and increasing team management responsibilitiesStrong technical skills, including object-oriented design skills, familiarity with developing sophisticated and scalable web services infrastructures, high-performance backend platformsBS or MS in CS or Engineering desirableExcellent hands-on experience in C/C++ or JavaStrong familiarity with Linux, MySQL, and modern big data management approaches is very useful. With headquarters in San Mateo, CA and offices around the world, is one of the leading technology companies in the high-growth video advertising industry. Comscore consistently ranks us (along with YouTube and Hulu) as one of the top 3 video ad platforms. We are experiencing explosive demand for our platform and services, and this is driving our aggressive growth in all parts of the company. We have doubled in size in the past year, and our growth has created a new opportunity for an aggressive, hands-on and visionary software leader who can help us grow even faster.Our core values drive our culture. This is what we believe:Why #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#? Watch our culture video to learn more.MAKE OUR CUSTOMERS SUCCESSFUL Our customers' success is ours. We live to solve their problems, improve their futures, and exceed their expectations. When our customers win, we win.SET THE BAR HIGH. We're trying to revolutionize an industry, so we can't be just good—we have to be the best. That means striving for the best team, product, and company on the planet.BE ACCOUNTABLE. We own our work. We keep our promises. And we always follow through. We take responsibility for failures, and humble bows for successes. There's no time for excuses and finger pointing.SHOW INTEGRITY. Forget loopholes, back doors, and shades of gray. We just say it. We are honest and straightforward with everyone. The only way we can bring clarity to a chaotic world is to walk-the-walk ourselves.MAKE EACH OTHER BETTER. Everything we achieve, we achieve together. Nobody is too important to grab a broom.ALWAYS MOVE FORWARD. We see the world as it could be, not just as it is. With our passion for finding new solutions to old problems, we're creating that new world. It's a future worth adapting to.The BenefitsGenerous paid time off to help you maintain a good work-life balanceFully catered lunches available everyday to all employees at the corporate officeOffices fully stocked with snacks and refreshments to keep you energized and productiveExtensive employee benefits and perks to show how much we value your effortsFun team events, company events, employee sponsored events, employee recognition awards, and more!Qualified candidates are encouraged to apply directly to this job posting.  Direct email and phone calls are not being considered. Thank you for your cooperation.  Please no recruiters.                                                                ",1
Cruise Staff Wanted *URGENT*,,"US, FL, TAMPA","6* Ultra Luxury American Cruise Company is urgently looking for the following positions:*Hospitality - For the many Bars &amp; Restaurants on board.*Retail - For the Duty FREE Shops &amp; Boutiques on board.*housekeeping - For the Housekeeping &amp; Cleaning jobs.*Office Admin - For the Front desk &amp; Tour booking jobs*Other Positions - DJ's, Security Staff, Photographers &amp; Nannies.Vessel type or operation: 6* Ultra Luxury Cruise.Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work.Job Type: Perm.Sailing Area: World wide.Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!Job Description:A 6* Ultra Luxury Cruise Company are looking to recruit hardworking, enthusiastic cruise personal. This exciting opportunity is available to candidates who are willing to Learn, work &amp; are flexible.Candidate will also have Some Customer Service Skills, skills in Public Relations and are Good English speakers. Rotation is 4 months on 2 months off. Great Salary in Euros (TAX FREE) Pay is discussed via communication after full application proccess.If you are looking for a new adventure.. APPLY TODAY!Please send your resume to: #EMAIL_6e824a2834da27298c6d199e4d1829b32ca54fc0bacb0acf6d748f04fc69953b# (coppy &amp; paste this e-mail address)We will contact you shortly after within 24 hours.Looking forward to have you Aboard.Adrian WestDept. Rec. Certification &amp; Experience: Previous experience (not Required)Good English speaker, Some Customer Service Skills, wanting to learn &amp; work. Benefits: On board en suite accommodation and food, Medical cover for duration of contract, world work visa, free wifi, TAX FREE Salary &amp; more!",1
Ad campaign coordinator,,"LT, , Vilnius","Job description:Advertising Campaign Coordinator is responsible for coordinating multiple internet advertising campaigns, using our platform, and providing support to our customers – media agencies and publishers all over the globe. We Expect:- Higher education (can be a student, able to work full time) - Fluency in English language - Understanding and interest in web-technologies, on-line advertising - Positivity and enthusiasm to rock challenges with a smile on a face - Awesomeness We offer:- Wide career opportunities in rapidly expanding international company - Plenty of various projects, initiatives, internships, courses – you name it! - Extremely friendly and inspirational atmosphere - Lots of fun and rock’n’roll",0
Maintenance Specialist,"As the industry’s largest supply contracting company, Novation serves the purchasing needs of more than 65,000 VHA, UHC and Provista member organizations and their affilliates. Novation delivers unmatched supply savings and value through its sourcing services, as well as information and data services. Through its affiliation with VHA, UHC and Provista, Novation represents the largest purchasing volume in the industry more than $40 billion in annual purchases.To help our alliance members meet the needs of their communities, our mission is to deliver to them unmatched savings and value. One of the ways we deliver on our mission is by facilitating the introduction of products and services that are designed to help members drive sustainable results, improve quality and reduce costs.","US, TX, ARLINGTON","ResponsibilitiesResponsibilities:Responsibilities:- Shipping and Receiving dock processing- Internal mail sorting and delivery- Special meeting set-up and tear down- Will be required to work in multiple facilities when needed- Plan and organize work for team of associates- Will perform other tasks as needed- Motivate associates to improve performance by developing and implementing innovative recognition ideas- Coach, train and develop associates- Manage service contracts and escalate concerns- Assist with writing and administering work reviews- Communicates progress of associates to supervisor and manager- Will perform other tasks as needed- Work with vendors on various initiatives and maintain an ongoing relationship when needed Minimum Qualifications:- Effective computer skills (Word, Excel, and Outlook)- Proven ability to work with all levels of management- Effective communication skills (oral and written)- Ability to work independently- Experience with demonstrated leadership abilities and direct reports- Ability to balance multiple responsibilities simultaneously- Good team building skills- Basic analytical and mathematical skills- Strong decision making skills- Proven ability to manage and develop timelines Compensation and BenefitsNOVATION  offers a competitive salary, a comprehensive selection of benefit options including 401(k).Conditions of EmploymentAll job offers are contingent upon succesful completion of credit and background checks.",1
Administrative Clerk,,"US, , ","• Answering calls, and transferring to the correct department. • Greeting Customers • Ensure customers in the waiting area are helped. • Working with excel • Perform basic clerical functions • Scheduling meetings • Perform outbound calling  • Assist in basic office functions Positive attitude, Excellent telephone skills, Verbal Communication, Excellent computer skills, Proficient in Microsoft Office, Understanding of social media, Professionalism, Customer Focus, Organization, reliability, attention to detail!Please forward your resume to #EMAIL_e5383f54f5f1faef4a9a33b997251c93861f884343e1fbb29c2d09e92f666407# ASAP. ",1
Senior Data Scientist,"As a growing and successful startup, Conversocial is a great place to work for ambitious individuals.We build a market leading social customer service solution, and we need even more great people to help us push that position even further. You’ll get the opportunity to work in an exciting new market, where we’re helping companies to understand the solution to their problems and are changing the way they interact with consumers.We have a trusting, hands-off management style, which is suited for people that are self-motivated.Our employees have the opportunity for independence and responsibility over their own projects, but we provide all the support and training they need to get there and to develop their careers.At Conversocial we like to balance work and play.We eat lunch together everyday (a company perk) and all enjoy a Friday treat of cake and few drinks. Our close-knit team is very sociable, which makes the Conversocial office a relaxed, fun and supportive working environment.","GB, LND, London","Conversocial builds software that helps companies deliver customer service on social media platforms. If you tweet one of our customers we pull that in and provide tools to make it easy for one of their customer service agents to reply to you on Twitter. These tools range from workflow through to analytics through to machine learning to prioritise issues over general chatter.As a data scientist you will be responsible for all of its machine learning features. This includes undertaking new projects to drive the business further, make even more use of our data as well as building on top of the existing models to make them even better.What We Care AboutAt Conversocial we care about doing things right without overengineering them. We have a huge bias towards incremental improvement - a 10% improvement this week is better than a 20% improvement in a month's time.We encourage learning at Conversocial. Everyone on the engineering team gets an annual conference allowance. There is a lunchtime presentation every week (alternating between technical and non-technical) - participation isn't mandatory but is encouraged!Conversocial relies on a lot of open source technologies, where possible we submit fixes and improvements back to the open source projects that we use. We also try to open source our own technologies when it makes sense to do so.Techniques, Tools and TechnologyConversocial's core platform is built using Python, MySQL and MongoDB. We try to use the best tools for the job without cutting ourselves too much on the bleeding edge. We strongly encourage best practices such as using the correct metric for the problem.About Data Science at ConversocialThe data scientist is part of the engineering team and is expected to write production ready code. For this fluency in python is preferred. Any other language will be accepted with the willingness to learn python.Experience with open source machine learning libraries e.g. scikit-learn, NLTK is highly desirable. This could have been used through academic research, side projects or data science competitions.Conversocial has large data sets of textual data so experience with natural language processing will be a plus. Predictive modelling experience is presumed.At conversocial there is an opportunity to have a large impact. You can work with other teams in the company and start new projects with them. Being creative is also a nice trait as you could completely change the way problems are tackled. Knowledge sharing is also appreciated and there will be opportunities to mentor others. Good working knowledge of Python or similar languageKnowledge of common machine learning techniquesA focus on text-based machine learning problemsAbility to realise when big data isn't bigAbility to work in a tight-knit team Salary of £40-55k plus stock options£2k annual conference allowanceLunch bought by the company every dayRelaxed and enjoyable environment to work in",0
Online Systems Manager (Virtual/Remote),,,"A Unique Job With a Great CompanyDo you want an exciting job you love, working with other superstars? Are you excited by making a real difference with our team? Join us as our Online Systems Manager!We’re a unique and innovative marketing technology &amp; services company… And we’re growing!Our Online Systems Manager position is a key role in our company, because you’ll be in charge of the online tools we use to service our clients, as well as promote our own services.What Do We Do?Our company has offers marketing technology and services to attorneys. We've created a proprietary combination of technology, marketing creative, and business processes that allow lawyers to plug in to our systems very quickly, and stop worrying where their next client will come from. Our customers are great people who are a pleasure to work with – and we become real partners to their business, helping them meet their goals by providing something they want and need.What Will You Do?As an Online Systems Manager, you will do two things:1) Work directly with our US-Based Client Services Managers to configure and maintain systems to deliver marketing services to our clients. Our Client Services Managers work directly with our attorney clients, and you'll support them in that effort.2) Assist with configuring marketing systems for our own marketing campaigns - the ones which bring customers to us. You'll help manage our markting automation, email campaigns, website, blog, webinars, etc.While this is not a programming job, you should be comfortable with the basic configuration of online tools. If you are comfortable deploying a Wordpress site, including adding themes and plugins, and doing basic HTML/CSS then you'll do fine. We can teach you all the other systems. If you're not completely comfortable with this level of technical configuration, then this probably isn't a fit.If you are experienced with configuring marketing automation systems (such as Infusionsoft, Office Autopilot/Ontraport, etc) then you are very qualified.Working With UsOur offices are in San Francisco, CA, but you may work remotely anywhere in the world so long as your work day overlaps with our work day (9am - 5pm Pacific) by at least two hours every work day. This is a full time position. Applicants are expected to not have any other employment, freelance or otherwise.Our Hiring ProcessOur hiring process is different. That’s because we’re serious about a long-term partnership with you, and we’re willing to put in the time up front to ensure it’s a fit for both of us. That also means you’ll need to put in extra time as well, but as a result you’ll know whether this is the place for you.Our process is designed to find superstars who want to work with other superstars. People interested in a fundamentally different organization where everyone is motivated for excellence, and everyone gets to work on things which make the most of their abilities.But, you can’t tell who’s a superstar from a resume, and it doesn’t come across in a short interview either.So our process is designed to let you get to know us, and us to get to know you, before we move on to meeting in person or via video call. We typically screen over 130 applicants before we hire someone because we’re looking for the best candidate – and one who’s also motivated to work with top-performing colleagues.As you read this process, do not get intimidated. The first steps are intended to give you a picture of who we are and what we do, so you can get a feel for what it’s like working with us. As the process goes along further, it gets more personal. If it’s a fit then rest assured you’ll have more than enough time to get all the information you need and speak personally with us to make a good decision for you.Step 1. First, you’ll fill in an application, with a little information about you. As a part of this application, you’ll be asked to answer a few questions, and also shoot us a quick video introducing yourself (60-90 seconds) so we can get a better idea of who you are. We don’t care about the quality of the video, we just want to see how you communicate since you’ll be working remotely and communication is very important for success in this role.Step 2. If your application looks like a fit, we’ll send you a series of videos about our company and its products. Watch those videos to get a sense for the problems we’re solving, and why lawyers want our solution. Then we'll ask you how your experience fits with the products you learned about in the videos.Step 3. Our recruiter will be in touch to request other information, do a phone/skype screening call, and discuss next steps.You should not contact the company outside this process. You have excellent written and spoken English skills.You have a college or advanced degree.You’re organized, and like staying organized. If something isn’t organized, you look for a way to systematize it.You are comfortable asking questions when you don't understand something, and if you aren't getting the answers that you need, are comfortable following up until you get the information you need.You must be detail-oriented, and able to follow our processes to ensure a gold-standard experience for our customers.You like working on a team, and keeping in touch with the team regularly even though you are not physically in the same office.You are known for being professional, dependable and punctual.You are willing to pitch in with other needs as the company grows. This means helping out with 'whatever needs to get done' in order to wow our customers.You don’t take things personally, or get offended easily, when getting feedback. Rather, you use it as an opportunity to learn and do better. If you are easily offended then this is not a good fit for you.You’re comfortable motivating yourself to get things done. Our culture is that we expect everyone to manage themselves (with appropriate guidance and full information). We don’t micro-manage. This means that self motivated people thrive, and people who want to coast won’t last long.You expect excellence, both from yourself and from your co-workers.You’re curious, like the idea of stretching a little, and love to learn. ",0
